project,sha,author,commit_date,is_bug
'testproject','cc8545efc74af6dbf2639cd2d077f2c0c60a9df3','Kevin Sawicki','2012-09-06','False'
'testproject','d1770ff48ebce5d5adf1c78d3fba1c29ff57c2e2','Kevin Sawicki','2012-09-06','False'
'testproject','82d8b5ba191968360023b943fa09fb6104ae541b','Kevin Sawicki','2012-09-06','False'
'testproject','a35202e55b9f9d94504435081249cb89c7a1e53c','Kevin Sawicki','2012-09-06','False'
'testproject','263f3bac43bdfa350664af47df717b18215e88bb','Kevin Sawicki','2012-09-06','False'
'testproject','f0c537b137757ccbf8ca77626f96dd58e3c03be8','Kevin Sawicki','2012-09-06','True'
'testproject','54778e2db6a704306f06c7b2f3c9640e5bd592ba','Kevin Sawicki','2012-09-06','False'
'testproject','4017dbe0f8d999e374112db10804270371f97def','Kevin Sawicki','2012-09-06','False'
'testproject','28bcf533757c029ba988065e0ed7859a16e452fc','Kevin Sawicki','2012-09-06','False'
'testproject','2d2d0090f1b70dfddfaca918937785152c9bc893','Kevin Sawicki','2012-09-06','False'
'testproject','229ba169410ebe20cf368be082cf4e5a82712983','Kevin Sawicki','2012-09-06','False'
'testproject','35e196bef306bc9af62a1bceec6d70100dfdb02f','Kevin Sawicki','2012-09-06','False'
'testproject','cbd302cc7bc8cd104c21420c7b0d28e2143329e8','Kevin Sawicki','2012-09-06','False'
'testproject','a913d9a906a50fb263377dc533fa7c45fb352240','Kevin Sawicki','2012-09-06','False'
'testproject','f229849c4f371286f6f1c77895c454b10948b39a','Kevin Sawicki','2012-09-06','True'
'testproject','46c0d625863d42f258eab463cd99f6b2fc499f5b','Kevin Sawicki','2012-09-05','False'
'testproject','92394059d8b61fec7e4c059f2087742c05a7772a','Kevin Sawicki','2012-09-05','False'
'testproject','6d1e2008ceca60843c00ff85581de30e86064bd6','Kevin Sawicki','2012-09-05','False'
'testproject','014352e89a415e8c92b8bb5131a0fdd9655e6b8f','Kevin Sawicki','2012-09-05','False'
'testproject','8b802a3b5f78d12f610a5ca5ce20d46ac4491fee','Kevin Sawicki','2012-09-05','False'
'testproject','74bb2ddb114bd05fb1090027a5c23164380a5d64','Kevin Sawicki','2012-09-05','False'
'testproject','76414bbe339eae6c33ed69e42cbeb06c24590503','Matt Graham','2012-09-05','False'
'testproject','da466044f9ce8396af1ca0218ae28f868a5d872e','Kevin Sawicki','2012-09-05','False'
'testproject','b342fdc72c21c2277fc540955a12c0c5451a548f','Kevin Sawicki','2012-09-05','False'
'testproject','f7040e91e67e24482304bc0a903d55aec8c3150a','Kevin Sawicki','2012-09-05','False'
'testproject','f930d4472707a8d5c3b6ef4d98c479429c01db82','Kevin Sawicki','2012-09-05','False'
'testproject','3f110893e1cfb4450c40853b766e79ca7ed8657d','Kevin Sawicki','2012-09-04','False'
'testproject','bd5935ae2cf977dceba6f560b3ed7930e48d6036','Kevin Sawicki','2012-09-04','False'
'testproject','6f884a3a2848de2282d3f0906cda2d329e5e33c6','Kevin Sawicki','2012-09-04','False'
'testproject','b7953fc7a37ce7ffb4b559228787243102f07702','Kevin Sawicki','2012-09-04','False'
'testproject','a136bf3472c1a7353850ee60f3bd173eed3c6cb4','Kevin Sawicki','2012-09-04','False'
'testproject','7458f1a843303d9d4102f8afacccad3099546b9a','Kevin Sawicki','2012-09-04','False'
'testproject','7e8b935f79523ab9d865587f1166e992e1ea1fa1','Kevin Sawicki','2012-09-04','False'
'testproject','80a2d31c4693b4f513d11285749ee53beba1dd8f','Kevin Sawicki','2012-09-04','False'
'testproject','dd78af463808c2b8007523e752d8d53530c8a71f','Kevin Sawicki','2012-09-04','False'
'testproject','b1f5bd34e68c92544e33dbde1a28f6bbd8aed550','Kevin Sawicki','2012-09-04','False'
'testproject','d36961a2e662816bf49906f5a27bd7eeefa944ea','Kevin Sawicki','2012-09-04','False'
'testproject','8262db50a41cdcef42fad58852db2c5a62b8be11','Kevin Sawicki','2012-09-04','False'
'testproject','62908f9e5c273b42e682984c15853401cc247fa9','Kevin Sawicki','2012-09-04','False'
'testproject','a219f7816f438a63ff329f021ef3976f9c41fc4b','Kevin Sawicki','2012-09-04','False'
'testproject','ec13dd9c6f92584a1e062eb3eee5e5439b966b73','Kevin Sawicki','2012-09-04','True'
'testproject','3b9129fad9b0224d4e7ce6fed6fd68ffbecd24f7','Kevin Sawicki','2012-09-04','False'
'testproject','2d0cc9aadee1afec1dcabc70353eca85f31b1436','Kevin Sawicki','2012-09-01','False'
'testproject','d84a01145d7e4586ff7fd5964a9c9c46aa61a374','Kevin Sawicki','2012-08-31','False'
'testproject','01e4715f88f85c4a17656180a295829c7ca4dd01','Kevin Sawicki','2012-08-31','False'
'testproject','d6b9d425b44d33ea700edfd88ce1164266738d76','Kevin Sawicki','2012-08-31','False'
'testproject','7e4f903a92457accfb493042b876d3ca0a09f980','Kevin Sawicki','2012-08-31','False'
'testproject','3bb7ed85ab8deb38f289218cba24dab266862ca0','Kevin Sawicki','2012-08-31','False'
'testproject','8251fc25fe8e09498686d0c1cb3cf39dbb633ab0','Kevin Sawicki','2012-08-31','False'
'testproject','f78bab079721ee67e7c7527d47d900d5dd8c80b1','Kevin Sawicki','2012-08-31','True'
'testproject','e32172a14520680851cc7edb60015206b936f560','Kevin Sawicki','2012-08-31','False'
'testproject','49f28a14016b167744596c726b94bc02c460eff1','Kevin Sawicki','2012-08-31','False'
'testproject','9429ab157dc35a664ea08a9cec3166cba736db4a','Kevin Sawicki','2012-08-31','False'
'testproject','1cba8157d1cf878fc71bdd13e1e3c2e7e1acc930','Kevin Sawicki','2012-08-31','False'
'testproject','d4d42ad06d561074ddac2493955cef3fcb359f1f','Kevin Sawicki','2012-08-31','False'
'testproject','f54cef31b420742a25657ebc2d5232454c3350fb','Kevin Sawicki','2012-08-31','False'
'testproject','6711ea38ad525eca3701300032b64d8e4082bbeb','Michael Keppler','2012-08-31','True'
'testproject','ce30e57d50ceae426f2cfa56cbff45ed6eac827f','Kevin Sawicki','2012-08-30','False'
'testproject','820041b058f60f0a062c3661ac6df304b104b86e','Kevin Sawicki','2012-08-30','False'
'testproject','5af4272c35e2214bf79a48d0d82077bbb6490a51','Kevin Sawicki','2012-08-30','False'
'testproject','b17729516394cc9fceb20d98fee4fa9bbe774b8f','Kevin Sawicki','2012-08-30','False'
'testproject','023fb491855907a8df7b9de20a86b5a31fe50568','Kevin Sawicki','2012-08-30','False'
'testproject','617e20c0348749e128603bb60f711d4296096b57','Kevin Sawicki','2012-08-30','False'
'testproject','2c7694d2ca313e5ea31d6fc1dc443884e3989044','Kevin Sawicki','2012-08-30','False'
'testproject','f05fb664d373be41284d89f901275e906bf76fa8','Kevin Sawicki','2012-08-30','False'
'testproject','a8c8e83adbbd5aa2b80cf2673cfcef12c7e292ac','Kevin Sawicki','2012-08-30','False'
'testproject','55c9e0231a27c274632f256d5eb14e48bb6caf59','Kevin Sawicki','2012-08-30','False'
'testproject','a5a6210b8487a2184ae66964ba2a0a01c2872b48','Kevin Sawicki','2012-08-30','False'
'testproject','4d510b1167140c8adca1a35aa56df84d718267f9','Kevin Sawicki','2012-08-30','False'
'testproject','686cdda3828cb882e84f53ba25a29ca5014cd219','Kevin Sawicki','2012-08-30','False'
'testproject','7028e6975bb52dcc7f5a2188c6dc44ed39bc16d9','Kevin Sawicki','2012-08-30','False'
'testproject','385f9d009e0ecd426a99323cd50bd4e7ddb3dcc7','Kevin Sawicki','2012-08-30','False'
'testproject','3e035d91c96f4ad92f3fdf821c710ce2ea7a36f0','Kevin Sawicki','2012-08-30','False'
'testproject','f0c06987f059337a6106381e3ff0b20b04090792','Kevin Sawicki','2012-08-30','False'
'testproject','e604a615ae338b983237807064621d01b8e863cb','Kevin Sawicki','2012-08-30','False'
'testproject','e934f9cdb683ee62f0132ad58a38033197f28186','Kevin Sawicki','2012-08-30','False'
'testproject','5ad9bb48c4ff2526453a052979612c8ce54858e3','Kevin Sawicki','2012-08-30','False'
'testproject','3241214ed58f6f147f2c1040221be580558f4353','Kevin Sawicki','2012-08-30','False'
'testproject','47e320d11b170985d8bd216b29c1fdfcde7a151b','Kevin Sawicki','2012-08-29','False'
'testproject','560f058f66387cb335abb1d0f2fb58c0a27566b6','Kevin Sawicki','2012-08-29','True'
'testproject','037945085a9d5acf491c87001d13e0ebff387a62','Kevin Sawicki','2012-08-28','False'
'testproject','17fe7911d3155e848b1f9378649796007c449321','Kevin Sawicki','2012-08-28','False'
'testproject','c80d449383598e1461e44d78d4dbb1e5da0a2f0b','Kevin Sawicki','2012-08-28','False'
'testproject','23b0e275e6e783f78691439e75276249a4e46950','Kevin Sawicki','2012-08-28','False'
'testproject','8b6af8f8146131c64fd7431a763365e261886caa','Kevin Sawicki','2012-08-28','False'
'testproject','0c729b0bbed33643b122caa8b6030ec7065a0e6c','Kevin Sawicki','2012-08-21','False'
'testproject','5f8a60529ee041c4f93cc6d0249999ca1278bae6','Kevin Sawicki','2012-08-21','False'
'testproject','1437b6aec115b0845a41fe85ca491a29496e6fee','Kevin Sawicki','2012-08-21','False'
'testproject','94cdcb1918e7ecb0b2cd565d103b97b625cac8c7','Kevin Sawicki','2012-08-21','False'
'testproject','220b930395db3ccc6c25429e526330efc845cd34','Kevin Sawicki','2012-08-21','False'
'testproject','9c96cf9bf9c7ac522940acd9e08dd2bf4ac99729','Kevin Sawicki','2012-08-21','False'
'testproject','0c7bbbc246d741e9fe45784c5c3e5ef8d071ac5b','Kevin Sawicki','2012-08-20','False'
'testproject','e855daa813d27df9f6cda795e9fb7c7f342c1056','Kevin Sawicki','2012-08-20','False'
'testproject','16bc4f806d282f22f6f144919559b0352fe2c484','Kevin Sawicki','2012-08-20','True'
'testproject','63033d24af658a5e53b3a730625cd09114b42525','Kevin Sawicki','2012-08-20','False'
'testproject','44be61a796f391ad047d3221729b0db01dff8bf0','Kevin Sawicki','2012-08-13','False'
'testproject','b370dc9c5fe25167e113cf42a46e6e8e3c79c6bd','Kevin Sawicki','2012-08-13','True'
'testproject','29384c2a6a548491248472d134372607b29fbfc7','Kevin Sawicki','2012-08-12','False'
'testproject','9a71da205827362e7eacde0c4426d3e7bcedcab0','Kevin Sawicki','2012-08-12','False'
'testproject','d4373b047f42d330bdaf3312ea27846116781cd1','Kevin Sawicki','2012-08-10','False'
'testproject','bc7a3a115413b5a8bb3f377b35a3368439d5dc67','Kevin Sawicki','2012-08-09','False'
'testproject','223f2320d761f6e38fc5d8ce649219d7f569ad09','Kevin Sawicki','2012-08-09','True'
'testproject','47d94863958a6cde239fe59daaa8e472f0156ede','Kevin Sawicki','2012-08-09','False'
'testproject','03ab4754546b80f504d99a2f3b003d0bebcf0a8d','Kevin Sawicki','2012-08-09','False'
'testproject','4f02e05cafccf6a6d0debcc86dbe03e3d5dc2e66','Kevin Sawicki','2012-08-09','False'
'testproject','03e0c01cce88932d8574109ea9c34d7436b3ea42','Kevin Sawicki','2012-08-09','False'
'testproject','a4d2573a84dbb761363995448c4ce93fc7c05a89','Kevin Sawicki','2012-08-08','False'
'testproject','d68daf182911e0e73dc3613f101d453d3a140ebc','Kevin Sawicki','2012-08-08','False'
'testproject','48e7fe2bcaea36cb557b58f40f0e253fb6fbafdf','Kevin Sawicki','2012-08-08','False'
'testproject','643b7d7ae85f4dc8d393498a7bcfe04713578eae','Kevin Sawicki','2012-08-08','False'
'testproject','df471f3f11c52e612fb0b11ae53584f5b89d8fd1','Kevin Sawicki','2012-08-07','False'
'testproject','e6c4c956087b9b381074bbd2e8d6537850b12b38','Kevin Sawicki','2012-08-06','False'
'testproject','2a7445859f97ba0d7a2f2cb5f5bc2e3e797dff89','Kevin Sawicki','2012-08-03','False'
'testproject','671076a1e13692afea9d9236e22c7628fa73af0e','Kevin Sawicki','2012-08-03','False'
'testproject','1a057a7184bbddb3ea7eb5ba16365d0d7e794f10','Kevin Sawicki','2012-08-03','False'
'testproject','a2975d26697c9b538b194e7bd861ca14f73bbb2a','Kevin Sawicki','2012-08-03','False'
'testproject','5de9a0a93af6f8c6570fb3c56adbe99c0686741e','Kevin Sawicki','2012-08-03','False'
'testproject','ce677a2878a3cc7f949ba932870da1201959ede4','Kevin Sawicki','2012-08-03','False'
'testproject','af1cc063c2ed793cfa3db0eb7e257810379f9f1f','Kevin Sawicki','2012-08-03','False'
'testproject','9d6accb955312322e7e14e19f2309d4b419041ce','Kevin Sawicki','2012-08-03','True'
'testproject','7ab755adc1919326c8c0479fcc75f4c8b82c4e06','Kevin Sawicki','2012-08-03','False'
'testproject','bd7c5a0b6f66012ea6102a5febc252c2426bf4e9','Kevin Sawicki','2012-08-01','False'
'testproject','fa57d854620eb29c1529a4868ad1f9a3a35cc168','Kevin Sawicki','2012-07-31','False'
'testproject','eae49a10c9ac6db18cfa93642f9c75185ed05a3c','Kevin Sawicki','2012-07-31','False'
'testproject','ceb45c396e4271dcfc3f58c1c17c331b02b337ca','Kevin Sawicki','2012-07-31','False'
'testproject','87f35c8a1c69c0f6e2bbb587b4eef28a6c7354ed','Kevin Sawicki','2012-07-31','False'
'testproject','7fd6f671da859703adcc6c1fcf9969ed12cf73bd','Kevin Sawicki','2012-07-31','False'
'testproject','0fb562c1c59d61243ecb003aa9fba564c4bc0542','Kevin Sawicki','2012-07-30','False'
'testproject','16e266a58b5ed8c1b8604796a446d5de077d97c0','Kevin Sawicki','2012-07-31','False'
'testproject','cb8b9cfa30361e734d0bcb3f0a770e68242a1ddc','Kevin Sawicki','2012-07-31','False'
'testproject','438e0826398fb30f250adf484ffed411d2441063','Kevin Sawicki','2012-07-30','False'
'testproject','d7d145dce4627f6796fc8b337cb61d67f6655b68','Kevin Sawicki','2012-07-30','False'
'testproject','1e5926710502cf39088d96f78a89ad182eb580e7','Kevin Sawicki','2012-07-30','False'
'testproject','3ac879a5826921afb882bf46055aeb9252c5d5ef','Kevin Sawicki','2012-07-30','False'
'testproject','f354563ab6ba1b7fdd0861b611f09a5db11368f3','Kevin Sawicki','2012-07-30','False'
'testproject','f253f2f2c5e2a7f953abddb607ecc6efb4540a0a','Kevin Sawicki','2012-07-30','True'
'testproject','e72540b6b8ce2fc14e55d38a8d0c8bb487a9605c','Kevin Sawicki','2012-07-30','False'
'testproject','652efd2f4ac82ff04c8263b5004167545f307eda','Kevin Sawicki','2012-07-28','False'
'testproject','3e667fc19a80a01171d45753bff066cbf9f3a6e7','Kevin Sawicki','2012-07-27','False'
'testproject','ef0b8879bd7ca9b481885c42d223369766a910cd','Kevin Sawicki','2012-07-27','False'
'testproject','25cb993302f6a9f8df1d951f33aaf250471fc7c3','Kevin Sawicki','2012-07-27','False'
'testproject','ab71a05c61432c1c871c3ecaea1c1b425b92e4d6','Kevin Sawicki','2012-07-27','False'
'testproject','84eb0f404525151cd0fd4d205d69492ea92bc639','Kevin Sawicki','2012-07-26','False'
'testproject','0d54e0a8400104843515e0d08e24f04aeebb35de','Kevin Sawicki','2012-07-26','False'
'testproject','aef1d50e900a96441483dd548aac4d1bfcf22b8c','Kevin Sawicki','2012-07-26','False'
'testproject','1c567455c8450060b9db91c8c2e9346218097dcb','Kevin Sawicki','2012-07-26','False'
'testproject','e46b34354fc1a79bb6c46eb8e0fd2e93709150e3','Kevin Sawicki','2012-07-26','False'
'testproject','dce0d5132a023073b148e55d8db7083fc46d5957','Kevin Sawicki','2012-07-26','False'
'testproject','4836171162533e7d067a0f942498d83172f124d3','Kevin Sawicki','2012-07-26','False'
'testproject','f8e200d203cfe005729102575603d1b1c25ef4bf','Kevin Sawicki','2012-07-26','False'
'testproject','db16b57b97d6a666ea66c0eb237a4845b6e1ab59','Kevin Sawicki','2012-07-26','False'
'testproject','910501e83c684c610e8c2fc25813ed6c1c96a478','Kevin Sawicki','2012-07-26','True'
'testproject','c84a99d5dc27f9ac399b6b4d40e92f3847dd16b9','Kevin Sawicki','2012-07-26','False'
'testproject','d6a0c63953cb2a5b251029a37b9f6440b192cfb1','Kevin Sawicki','2012-07-26','False'
'testproject','3df9543d0bdba527791fc9a3c6891de1b373385d','Kevin Sawicki','2012-07-26','False'
'testproject','bde5e9998dbab4858744d94868bc4200669d8cb2','Kevin Sawicki','2012-07-26','False'
'testproject','e2fddda030c53a8697b664770655160cf816a698','Kevin Sawicki','2012-07-26','False'
'testproject','bddd0f6532c9ed6b2cc651680ecbb886843cff29','Kevin Sawicki','2012-07-26','False'
'testproject','bb6a0b3518d47b5385d11fa330ee5835148409ec','Kevin Sawicki','2012-07-26','False'
'testproject','821c75849192b59273497b13ad43d552c1a51469','Kevin Sawicki','2012-07-26','False'
'testproject','8fd01d7ead0a74e85a54471869a7c09db53f2cda','Kevin Sawicki','2012-07-26','False'
'testproject','7d18e66822ff2a66e8289820e6257217b4f666c4','Kevin Sawicki','2012-07-25','False'
'testproject','b1d836dacbcb3fc2d6ea236cb741fcbcfbe31acc','Kevin Sawicki','2012-07-25','False'
'testproject','a48a1cd3de0beade0abd58971d5e9b72bcd96aba','Kevin Sawicki','2012-07-25','False'
'testproject','79fd4f6c7d26c5de3c12d3425f95f187483df883','Kevin Sawicki','2012-07-25','True'
'testproject','743d952587562030940692ac0767438cf2d7ad6a','Kevin Sawicki','2012-07-25','False'
'testproject','98fb6668cee74435ec434538fbef452fbdbb1f48','Kevin Sawicki','2012-07-25','False'
'testproject','bc98392616bfa2e9d11a9b3ef04ed60bd65e0da0','Kevin Sawicki','2012-07-25','False'
'testproject','59fae96b341cbdf4dcdf166d66abf07e2b16538b','Kevin Sawicki','2012-07-25','False'
'testproject','afbee81b322ecf14bc8a32e8a774c63fb596d41c','Kevin Sawicki','2012-07-25','False'
'testproject','30f9538619becee79c753e709eb6777eb8c7e59f','Kevin Sawicki','2012-07-25','False'
'testproject','f01670c6d4dc58944cc30b3ec341b0e2671dd546','Kevin Sawicki','2012-07-25','False'
'testproject','1921ac9cc53a8b3fd1edd66e3561deef3e0a1848','Kevin Sawicki','2012-07-25','False'
'testproject','6220f133d85cc116d24c0e2de8289bf56146a7e1','Kevin Sawicki','2012-07-24','False'
'testproject','74635b59fca03ebeb4c1d042eea5f9dd141dc8a9','Kevin Sawicki','2012-07-24','False'
'testproject','880f18c075e4db963277579f61ea632871be5316','Kevin Sawicki','2012-07-24','False'
'testproject','fbc71aa173ea397f2cfd7cf32d7e6ffd169f3451','Kevin Sawicki','2012-07-24','False'
'testproject','998116d0f7e647f71169732eec657ca60330b14e','Kevin Sawicki','2012-07-24','False'
'testproject','b6697e2c600bf29a87d6ec30abf6057cb91ccfbf','Kevin Sawicki','2012-07-24','False'
'testproject','14abb2d0ff1c04f33153b7f199daa094afee2729','Kevin Sawicki','2012-07-24','False'
'testproject','e7cde349c77dde03b2270edee8bc1580c039bcd0','Kevin Sawicki','2012-07-24','True'
'testproject','cae7d7fad2e5add28be141c061425cbfd555ef31','Kevin Sawicki','2012-07-24','False'
'testproject','c9a203c9063c42a3c2e9037dc0ec866227b06b43','Oleg Lebedyev','2012-07-23','False'
'testproject','5bde50e6b1b86c7a4a5f4b7a4cb17587042b3d19','Bananeweizen','2012-07-24','False'
'testproject','dd27764ede1dd025779376fafa83d75cb0b2cde4','Bananeweizen','2012-07-22','False'
'testproject','e509fd40e56b92e99c43762bca14c925725cc600','Wang Xuerui','2012-07-21','False'
'testproject','ad4ea7190c1fe1ec38fd03444d8fd6c2506d5349','Kevin Sawicki','2012-07-23','False'
'testproject','2b174bf2f1fd2afcc8a75611b31932c4e7ad8b7a','Kevin Sawicki','2012-07-23','False'
'testproject','bb305259ec2e98203a2f2bc08eccdb8845618c4a','Kevin Sawicki','2012-07-23','True'
'testproject','ecdc27fc897b6a2cfdcd389bdc516dc9d82ec0a1','Kevin Sawicki','2012-07-22','False'
'testproject','0c597b98df699abd5a5e51b32c052c3298769902','Kevin Sawicki','2012-07-21','False'
'testproject','a58e5a338a765c7312e599d55fadcd4b78e37a3f','Bananeweizen','2012-07-21','False'
'testproject','2837d6ed57efc04cb43bdc81856564c47631c681','Kevin Sawicki','2012-07-20','False'
'testproject','4b6eed4ef84c51acc3afcd048f5422deb1669981','Kevin Sawicki','2012-07-20','False'
'testproject','896d594f9430573d7f4dbaebd3151d57c7fdae8e','Kevin Sawicki','2012-07-20','False'
'testproject','48dd66df900af7eec80030bf903a39e3d83faa38','Kevin Sawicki','2012-07-20','False'
'testproject','0bb481dbd872db45d5d05a36bad02dd3cf0de2f3','Kevin Sawicki','2012-07-20','False'
'testproject','ebd50dfba46dcba30d287f654962cd74202d70db','Kevin Sawicki','2012-07-20','False'
'testproject','5dfb9fc02052e8a82808a4c65ab8a0a2dee65cfb','Kevin Sawicki','2012-07-20','False'
'testproject','fb00376e998fafcb820aad80a67bae5b29bcc7d9','Kevin Sawicki','2012-07-20','False'
'testproject','e2e42c8bf9a82bc8e8585492cafa3997101717ed','Kevin Sawicki','2012-07-20','False'
'testproject','c03272607011b945da9079ee69bd52368e68b538','Kevin Sawicki','2012-07-20','False'
'testproject','50f695efae472fd697d81e1396e324d1e0c5efac','Kevin Sawicki','2012-07-19','False'
'testproject','5b0056c3cffd6c950995a2ff7f710cde9bec56d4','Kevin Sawicki','2012-07-19','False'
'testproject','ec962b32cfcc9c23aaadd2f6d36b265fb5554e1d','Kevin Sawicki','2012-07-19','False'
'testproject','6f843884ba1b2cc6276de5a54a2e1246042e959e','Kevin Sawicki','2012-07-19','False'
'testproject','8f5d6d45bfa6da16db01824ddffed6cf8bf5a981','Kevin Sawicki','2012-07-19','False'
'testproject','9b481481df3acecccbee1e3677315f7a6f3a42b8','Kevin Sawicki','2012-07-19','False'
'testproject','a2695e33a3471644b359643ea2005594fd8400be','Kevin Sawicki','2012-07-19','False'
'testproject','18b4ef1eb483a15a09f89e6fba4a5774920f11c5','Kevin Sawicki','2012-07-19','False'
'testproject','3810fd30f498c2124cd07895bd6ccb5b42418494','Kevin Sawicki','2012-07-19','False'
'testproject','a81653d8cdf96f790b813f9ad69df116c603f062','Kevin Sawicki','2012-07-19','False'
'testproject','a6ed55aa9e44c122d095f86baf175050c6325c41','Kevin Sawicki','2012-07-19','False'
'testproject','77136fb9d950c6704f250a28ce9c24002c74a28b','Kevin Sawicki','2012-07-19','False'
'testproject','e38821456b0ba7620a5ea5a06f434c418f8ab9fa','Kevin Sawicki','2012-07-12','False'
'testproject','3e2eaf402df39a78e1a96ebbcb5834d1d1cbab81','Kevin Sawicki','2012-07-11','False'
'testproject','c546afc59e056d848d96d6fbd367de3698de356a','Kevin Sawicki','2012-07-11','False'
'testproject','d4e6b89b137539318e893c6fb4fe772fd7b5fe91','Kevin Sawicki','2012-07-11','False'
'testproject','8d80bd1a63dc3b79bf2ea5b38cf7c230fd24fad5','Kevin Sawicki','2012-07-10','True'
'testproject','de033c1bda32595d8d5e0cd60bb87833f594986d','Kevin Sawicki','2012-07-10','False'
'testproject','cb946df1eb3ecec52311073f8a358a991356d793','Kevin Sawicki','2012-07-10','False'
'testproject','67b803563eb0362ed52a1aae7def53ead79b94b7','Kevin Sawicki','2012-07-10','False'
'testproject','a9f696024d3e8ba98838fea2b30731da8d66a3db','Kevin Sawicki','2012-07-10','True'
'testproject','33dffb6ca9a5963c248f9ac87a1d91c2dc37d296','Kevin Sawicki','2012-07-10','True'
'testproject','ec38793ee28ac7438ef3f936c3c547dabf4fc36a','Kevin Sawicki','2012-07-10','False'
'testproject','fbe003473f149d08ddd72a5154c539450f5bcc73','Kevin Sawicki','2012-07-10','False'
'testproject','5c0b0320700a5c1ade22bcd68236c41b044d47db','Kevin Sawicki','2012-07-10','False'
'testproject','6685e4da0de4342236a13acc38993ba12154d97c','Kevin Sawicki','2012-07-10','False'
'testproject','ef7b10ab679189a6a31f70622726cfbb184c12a4','Kevin Sawicki','2012-07-09','False'
'testproject','0c168a74b4bad2f75a11b485df4f9723452d7c6a','Kevin Sawicki','2012-07-09','False'
'testproject','2415307ad7af872aa6a0d4c4f65fa9b8388bd018','Kevin Sawicki','2012-07-09','True'
'testproject','9b57e85d60d37acac16f62c24145bb105d12ae70','Kevin Sawicki','2012-07-09','False'
'testproject','95f4eef90a8783960dea9073421a365982d13c22','Kevin Sawicki','2012-07-08','False'
'testproject','4498a657a6314222788aa3365b28054ef7bfb1dc','Kevin Sawicki','2012-07-08','False'
'testproject','fa509eed11d42c80e0dbfeeebb7b7e96383d4af4','Kevin Sawicki','2012-07-08','False'
'testproject','75d2012d959f5c0e49745bb96905f67512df1fee','Kevin Sawicki','2012-07-08','False'
'testproject','cea4d02c77ac7c852b7c2f5b4e9d2a6bac6616fb','Kevin Sawicki','2012-07-08','False'
'testproject','b78787728a120a6a49b974729bbbe44833475b59','Kevin Sawicki','2012-07-06','False'
'testproject','452d604423f43223267851eaba2431b3c2ba186b','Kevin Sawicki','2012-07-06','False'
'testproject','8e278f0e14366504412afeb16276989fc5172601','Kevin Sawicki','2012-07-06','False'
'testproject','8933df10f54dc5063ef9c945bfb1a94274d19469','Kevin Sawicki','2012-07-06','False'
'testproject','dfd252bc5c268fe4d13c06048e70b33b5c2126c5','Kevin Sawicki','2012-07-06','False'
'testproject','dd029eb8f259680b9d4dc80afe6c39226912bc64','Kevin Sawicki','2012-07-06','False'
'testproject','492b8ba86da6bd9b853700d8c8d646a0c26dc7eb','Kevin Sawicki','2012-07-06','False'
'testproject','9144dd70965cea2bca92d640fcb184ed7361b2c9','Kevin Sawicki','2012-07-06','False'
'testproject','348bf2c8bfc9297fbaeffd6a11683fb84d2d6c1b','Kevin Sawicki','2012-07-03','False'
'testproject','7286c75f8182e6a71138c01c7ffb2d77474e1572','Kevin Sawicki','2012-07-03','False'
'testproject','0d4e9e0e8e0e9a1f3f0b9e3da18cd710150634f1','Kevin Sawicki','2012-07-03','True'
'testproject','8ab1db2fb1fcb6a7c17c2dc89df3309a46991968','Kevin Sawicki','2012-07-03','False'
'testproject','add286a4a37f52159eab797efdf7202cfc541dbc','Kevin Sawicki','2012-07-02','True'
'testproject','053db8a5c253f9cd1310f07a22e09e9364263d0c','Kevin Sawicki','2012-07-02','False'
'testproject','221cd856541c33ebf93b7a06d4f5d9b80e516b38','Kevin Sawicki','2012-07-02','False'
'testproject','f389fea569e411ec1b1381f920d4115bbe71fbfd','Kevin Sawicki','2012-07-02','False'
'testproject','9c017cf65fc0635a3885b1ad413a774198c35a79','Kevin Sawicki','2012-06-28','False'
'testproject','aa0b3d0e958e69fb6e6e626bdacaf4f5d777e15c','Kevin Sawicki','2012-06-28','False'
'testproject','80b96d8138b205afcf178678b24f041db8560c69','Kevin Sawicki','2012-06-28','False'
'testproject','e695734bd66b0a89c3c769b2578f2c1aea136b19','Kevin Sawicki','2012-06-28','False'
'testproject','4bea008db8ccf7aef3a9bd3166f5f9ea456f3d53','Kevin Sawicki','2012-06-28','True'
'testproject','fa65854f15d7ce3957082eb336d87006acc01e5e','Kevin Sawicki','2012-06-28','True'
'testproject','4fc0100bf4697ec7b777f1ea6f8e4c0d7a8c819c','Kevin Sawicki','2012-06-28','False'
'testproject','4fa684f7ad42737cfaba97454fc79b56fc0e2962','Kevin Sawicki','2012-06-28','False'
'testproject','181979198c9dd29f123d7b3890e63e8b6f70b3d3','Kevin Sawicki','2012-06-28','True'
'testproject','32470546603d6af8fec8adc07859ecd1d3bdfd7b','Kevin Sawicki','2012-06-28','False'
'testproject','111f38b3032a83a18305ae04d9dac040e568ea28','Kevin Sawicki','2012-06-26','False'
'testproject','dbc1657abb45cd77bbf2b8aa199a4dbe09dcd666','Kevin Sawicki','2012-06-25','False'
'testproject','c3d0093581cb30bda782776d456fc15e6250750a','Kevin Sawicki','2012-06-25','True'
'testproject','a9857583b2c07018a7cbe8a3c4077772a7e611fd','Kevin Sawicki','2012-06-25','True'
'testproject','8b5b97f3bbdbea706f0b848badfd59706997aafa','Kevin Sawicki','2012-06-25','False'
